date,close
2020-01-02T14:30:00.000Z,164.0
2020-01-02T14:31:00.000Z,163.87
2020-01-02T14:32:00.000Z,164.01
2020-01-02T14:33:00.000Z,164.24
2020-01-02T14:34:00.000Z,164.42
2020-01-02T14:35:00.000Z,164.55
2020-01-02T14:36:00.000Z,164.57
2020-01-02T14:37:00.000Z,164.525
2020-01-02T14:38:00.000Z,164.17
2020-01-02T14:39:00.000Z,164.17
2020-01-02T14:40:00.000Z,164.49
2020-01-02T14:41:00.000Z,164.41
2020-01-02T14:42:00.000Z,164.39
2020-01-02T14:43:00.000Z,164.39
2020-01-02T14:44:00.000Z,164.48
2020-01-02T14:45:00.000Z,164.55
2020-01-02T14:46:00.000Z,164.04
2020-01-02T14:47:00.000Z,163.98
2020-01-02T14:48:00.000Z,164.195
2020-01-02T14:49:00.000Z,164.26
2020-01-02T14:50:00.000Z,164.42
2020-01-02T14:51:00.000Z,164.37
2020-01-02T14:52:00.000Z,164.545
2020-01-02T14:53:00.000Z,164.36
2020-01-02T14:54:00.000Z,164.39
2020-01-02T14:55:00.000Z,164.855
2020-01-02T14:56:00.000Z,164.855
2020-01-02T14:57:00.000Z,165.13
2020-01-02T14:58:00.000Z,164.99
2020-01-02T14:59:00.000Z,165.16
2020-01-02T15:00:00.000Z,165.09
2020-01-02T15:01:00.000Z,165.09
2020-01-02T15:02:00.000Z,164.915
2020-01-02T15:03:00.000Z,164.97
2020-01-02T15:04:00.000Z,164.995
2020-01-02T15:05:00.000Z,165.15
2020-01-02T15:06:00.000Z,165.185
2020-01-02T15:07:00.000Z,165.27
2020-01-02T15:08:00.000Z,165.26
2020-01-02T15:09:00.000Z,165.11
2020-01-02T15:10:00.000Z,165.05
2020-01-02T15:11:00.000Z,164.91
2020-01-02T15:12:00.000Z,164.885
2020-01-02T15:13:00.000Z,164.93
2020-01-02T15:14:00.000Z,164.82
2020-01-02T15:15:00.000Z,164.65
2020-01-02T15:16:00.000Z,164.585
2020-01-02T15:17:00.000Z,164.585
2020-01-02T15:18:00.000Z,164.705
2020-01-02T15:19:00.000Z,164.705
2020-01-02T15:20:00.000Z,164.605
2020-01-02T15:21:00.000Z,164.53
2020-01-02T15:22:00.000Z,164.5
2020-01-02T15:23:00.000Z,164.5
2020-01-02T15:24:00.000Z,164.47
2020-01-02T15:25:00.000Z,164.51
2020-01-02T15:26:00.000Z,164.685
2020-01-02T15:27:00.000Z,164.685
2020-01-02T15:28:00.000Z,164.76
2020-01-02T15:29:00.000Z,164.765
2020-01-02T15:30:00.000Z,164.68
2020-01-02T15:31:00.000Z,164.68
2020-01-02T15:32:00.000Z,164.68
2020-01-02T15:33:00.000Z,164.64
2020-01-02T15:34:00.000Z,164.74
2020-01-02T15:35:00.000Z,164.68
2020-01-02T15:36:00.000Z,164.745
2020-01-02T15:37:00.000Z,164.69
2020-01-02T15:38:00.000Z,164.71
2020-01-02T15:39:00.000Z,164.55
2020-01-02T15:40:00.000Z,164.55
2020-01-02T15:41:00.000Z,164.55
2020-01-02T15:42:00.000Z,164.545
2020-01-02T15:43:00.000Z,164.6
2020-01-02T15:44:00.000Z,164.665
2020-01-02T15:45:00.000Z,164.7
2020-01-02T15:46:00.000Z,164.695
2020-01-02T15:47:00.000Z,164.69
2020-01-02T15:48:00.000Z,164.575
2020-01-02T15:49:00.000Z,164.575
2020-01-02T15:50:00.000Z,164.735
2020-01-02T15:51:00.000Z,164.735
2020-01-02T15:52:00.000Z,164.81
2020-01-02T15:53:00.000Z,164.825
2020-01-02T15:54:00.000Z,164.82
2020-01-02T15:55:00.000Z,164.98
2020-01-02T15:56:00.000Z,165.01
2020-01-02T15:57:00.000Z,164.985
2020-01-02T15:58:00.000Z,165.09
2020-01-02T15:59:00.000Z,165.09
2020-01-02T16:00:00.000Z,165.37
2020-01-02T16:01:00.000Z,165.27
2020-01-02T16:02:00.000Z,165.22
2020-01-02T16:03:00.000Z,165.24
2020-01-02T16:04:00.000Z,165.24
2020-01-02T16:05:00.000Z,165.3
2020-01-02T16:06:00.000Z,165.34
2020-01-02T16:07:00.000Z,165.34
2020-01-02T16:08:00.000Z,165.39
2020-01-02T16:09:00.000Z,165.38
2020-01-02T16:10:00.000Z,165.38
2020-01-02T16:11:00.000Z,165.39
2020-01-02T16:12:00.000Z,165.425
2020-01-02T16:13:00.000Z,165.41
2020-01-02T16:14:00.000Z,165.425
2020-01-02T16:15:00.000Z,165.425
2020-01-02T16:16:00.000Z,165.4
2020-01-02T16:17:00.000Z,165.59
2020-01-02T16:18:00.000Z,165.52
2020-01-02T16:19:00.000Z,165.46
2020-01-02T16:20:00.000Z,165.455
2020-01-02T16:21:00.000Z,165.4
2020-01-02T16:22:00.000Z,165.39
2020-01-02T16:23:00.000Z,165.33
2020-01-02T16:24:00.000Z,165.385
2020-01-02T16:25:00.000Z,165.385
2020-01-02T16:26:00.000Z,165.385
2020-01-02T16:27:00.000Z,165.37
2020-01-02T16:28:00.000Z,165.455
2020-01-02T16:29:00.000Z,165.46
2020-01-02T16:30:00.000Z,165.33
2020-01-02T16:31:00.000Z,165.33
2020-01-02T16:32:00.000Z,165.2
2020-01-02T16:33:00.000Z,164.98
2020-01-02T16:34:00.000Z,164.835
2020-01-02T16:35:00.000Z,164.85
2020-01-02T16:36:00.000Z,164.95
2020-01-02T16:37:00.000Z,164.91
2020-01-02T16:38:00.000Z,165.0
2020-01-02T16:39:00.000Z,165.07
2020-01-02T16:40:00.000Z,165.07
2020-01-02T16:41:00.000Z,165.13
2020-01-02T16:42:00.000Z,165.13
2020-01-02T16:43:00.000Z,165.235
2020-01-02T16:44:00.000Z,165.2
2020-01-02T16:45:00.000Z,165.27
2020-01-02T16:46:00.000Z,165.33
2020-01-02T16:47:00.000Z,165.35
2020-01-02T16:48:00.000Z,165.36
