date,close
2020-01-02T14:30:00.000Z,183.68
2020-01-02T14:31:00.000Z,184.12
2020-01-02T14:32:00.000Z,184.565
2020-01-02T14:33:00.000Z,185.1
2020-01-02T14:34:00.000Z,185.16
2020-01-02T14:35:00.000Z,185.87
2020-01-02T14:36:00.000Z,185.88
2020-01-02T14:37:00.000Z,185.87
2020-01-02T14:38:00.000Z,185.99
2020-01-02T14:39:00.000Z,186.255
2020-01-02T14:40:00.000Z,186.29
2020-01-02T14:41:00.000Z,186.25
2020-01-02T14:42:00.000Z,186.45
2020-01-02T14:43:00.000Z,186.76
2020-01-02T14:44:00.000Z,187.25
2020-01-02T14:45:00.000Z,186.76
2020-01-02T14:46:00.000Z,186.63
2020-01-02T14:47:00.000Z,186.12
2020-01-02T14:48:00.000Z,186.155
2020-01-02T14:49:00.000Z,186.305
2020-01-02T14:50:00.000Z,186.3
2020-01-02T14:51:00.000Z,186.12
2020-01-02T14:52:00.000Z,186.02
2020-01-02T14:53:00.000Z,186.02
2020-01-02T14:54:00.000Z,186.05
2020-01-02T14:55:00.000Z,186.245
2020-01-02T14:56:00.000Z,186.18
2020-01-02T14:57:00.000Z,186.64
2020-01-02T14:58:00.000Z,186.465
2020-01-02T14:59:00.000Z,186.35
2020-01-02T15:00:00.000Z,186.41
2020-01-02T15:01:00.000Z,186.41
2020-01-02T15:02:00.000Z,186.54
2020-01-02T15:03:00.000Z,186.28
2020-01-02T15:04:00.000Z,186.3
2020-01-02T15:05:00.000Z,186.565
2020-01-02T15:06:00.000Z,186.53
2020-01-02T15:07:00.000Z,186.58
2020-01-02T15:08:00.000Z,186.34
2020-01-02T15:09:00.000Z,186.4
2020-01-02T15:10:00.000Z,186.105
2020-01-02T15:11:00.000Z,186.085
2020-01-02T15:12:00.000Z,186.08
2020-01-02T15:13:00.000Z,185.99
2020-01-02T15:14:00.000Z,185.99
2020-01-02T15:15:00.000Z,185.9
2020-01-02T15:16:00.000Z,185.9
2020-01-02T15:17:00.000Z,185.9
2020-01-02T15:18:00.000Z,185.75
2020-01-02T15:19:00.000Z,185.54
2020-01-02T15:20:00.000Z,185.54
2020-01-02T15:21:00.000Z,185.505
2020-01-02T15:22:00.000Z,185.505
2020-01-02T15:23:00.000Z,185.505
2020-01-02T15:24:00.000Z,185.505
2020-01-02T15:25:00.000Z,185.45
2020-01-02T15:26:00.000Z,185.45
2020-01-02T15:27:00.000Z,185.48
2020-01-02T15:28:00.000Z,185.48
2020-01-02T15:29:00.000Z,185.48
2020-01-02T15:30:00.000Z,185.8
2020-01-02T15:31:00.000Z,185.8
2020-01-02T15:32:00.000Z,185.57
2020-01-02T15:33:00.000Z,185.735
2020-01-02T15:34:00.000Z,185.73
2020-01-02T15:35:00.000Z,185.77
2020-01-02T15:36:00.000Z,185.825
2020-01-02T15:37:00.000Z,185.825
2020-01-02T15:38:00.000Z,185.825
2020-01-02T15:39:00.000Z,185.825
2020-01-02T15:40:00.000Z,185.825
2020-01-02T15:41:00.000Z,185.825
2020-01-02T15:42:00.000Z,185.77
2020-01-02T15:43:00.000Z,185.8
2020-01-02T15:44:00.000Z,185.93
2020-01-02T15:45:00.000Z,185.925
2020-01-02T15:46:00.000Z,185.85
2020-01-02T15:47:00.000Z,185.82
2020-01-02T15:48:00.000Z,185.74
2020-01-02T15:49:00.000Z,185.74
2020-01-02T15:50:00.000Z,185.76
2020-01-02T15:51:00.000Z,185.81
2020-01-02T15:52:00.000Z,185.97
2020-01-02T15:53:00.000Z,186.44
2020-01-02T15:54:00.000Z,186.39
2020-01-02T15:55:00.000Z,186.37
2020-01-02T15:56:00.000Z,186.39
2020-01-02T15:57:00.000Z,186.3
2020-01-02T15:58:00.000Z,186.47
2020-01-02T15:59:00.000Z,186.595
2020-01-02T16:00:00.000Z,186.58
2020-01-02T16:01:00.000Z,186.56
2020-01-02T16:02:00.000Z,186.4
